N° de ligne;CodeHier;CodeActe;Libellé;GestesComplémentaires;Modulateur;TypeLigne;Consigne de codage pour le PMSI;Action année N S: suppression/A : Ajout/M: Modification;Caractéristique modification à publier;Séance;Dédié;Non dédié;Collectif;Pluriprofessionnel;Appareillage avec étapes;Début de validité;Fin de validité;Pondération acte isolé - 2012-2018;Pondération étape A 2012-2018;Pondération étape B 2012-2018;Pondération étape C 2012-2018;Pondération + modulateur HW 2012-2018;Pondération + modulateur LJ 2012-2018;Pondération + modulateur QM2012-2018;Pondération + modulateur XH 2012-2018
3473;10.01.02;ZZR+227;présentation des objectifs et des modalités pratiques de la séance, validation par le patient;;;N;;;;;;;;;;;;;;;;;;;
3474;10.01.02;ZZR+227;activités permettant d'acquérir les compétences définies dans le programme d'éducation thérapeutique;;;N;;;;;;;;;;;;;;;;;;;
3475;10.01.02;ZZR+227;mise en situation : utilisation de techniques pédagogiques pertinentes au regard des objectifs de la séance et du public;;;N;;;;;;;;;;;;;;;;;;;
3476;10.01.02;ZZR+227;synthèse de la séance avec le patient;;;N;;;;;;;;;;;;;;;;;;;
3477;10.01.02;ZZR+238;Séance collective d'éducation thérapeutique en atelier;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Rédaction modifiée;oui;non;non;oui;non;non;"Version 2012 ; 30/03/2012";;25;;;;;;;
3478;10.01.02;ZZR+238;Avec ou sans : participation de l'entourage du patient;;;N;;;;;;;;;;;;;;;;;;;
3479;10.01.02;ZZR+238;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3480;10.01.02;ZZR+238;entretien dirigé entre les patients et le soignant;;;N;;;;;;;;;;;;;;;;;;;
3481;10.01.02;ZZR+238;activités permettant d'acquérirles compétences définies dans le programme d'éducation thérapeutique;;;N;;;;;;;;;;;;;;;;;;;
3482;10.01.02;ZZR+238;utilisation de techniques pédagogiques pertinentes au regard des objectifs de la séance et du public : exposé interactif, jeux de rôle, simulation, mise en situation, tables rondes, témoignages, échange d'expérience, entre les patients, échanges sur les préoccupations quotidiennes et leur résolution;;;N;;;;;;;;;;;;;;;;;;;
3483;10.01.02;;;;;LV ;;;;;;;;;;;;;;;;;;;
3484;10.02;;Actes d'information, d'éducation et d'apprentissage, en dehors d'un programme d'éducation thérapeutique;;;T;;;;;;;;;;;;;;;;;;;
3485;10.02;;;;;LV;;;;;;;;;;;;;;;;;;;
3486;10.02;;;;;LV;;;;;;;;;;;;;;;;;;;
3487;10.02.01;;Actes d'évaluation pour éducation et d'information à l'autosoin, en dehors d'un programme d'éducation thérapeutique;;;T;;;;;;;;;;;;;;;;;;;
3488;10.02.01;;L'information et l'initiation préalable à l'apprentissage d'un autosoin comprend :;;;NT;;;;;;;;;;;;;;;;;;;
3489;10.02.01;;description des caractéristiques anatomiques de l'appareil concerné et éventuellement des points de repère nécessaires;;;NT;;;;;;;;;;;;;;;;;;;
3490;10.02.01;;information sur l'affection présentée;;;NT;;;;;;;;;;;;;;;;;;;
3491;10.02.01;;information sur la technique de soin, l'intérêt de l'autonomisation et le risque de complication en l'absence de respect du protocole;;;NT;;;;;;;;;;;;;;;;;;;
3492;10.02.01;;utilisation de supports éducatifs;;;NT;;;;;;;;;;;;;;;;;;;
3493;10.02.01;;remise d'un document écrit;;;NT;;;;;;;;;;;;;;;;;;;
3494;10.02.01;;;;;LV;;;;;;;;;;;;;;;;;;;
3495;10.02.01;ZZQ+192;Évaluation initiale pour éducation, en dehors d'un programme d'éducation thérapeutique;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2013 ; 31/12/2012";;84;;;;;;;
3496;10.02.01;ZZQ+192;Avec ou sans : entretien avec l'entourage du patient;;;N;;;;;;;;;;;;;;;;;;;
3497;10.02.01;ZZQ+192;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3498;10.02.01;ZZQ+192;entretien avec le patient;;;N;;;;;;;;;;;;;;;;;;;
3499;10.02.01;ZZQ+192;appréciation des compétences à acquérir en fonction des objectifs prévus;;;N;;;;;;;;;;;;;;;;;;;
3500;10.02.01;ZZQ+192;formalisation des objectifs;;;N;;;;;;;;;;;;;;;;;;;
3501;10.02.01;ZZQ+192;proposition de programme;;;N;;;;;;;;;;;;;;;;;;;
3502;10.02.01;ZZQ+243;Évaluation intermédiaire pour éducation, en dehors d'un programme d'éducation thérapeutique;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2013 ; 31/12/2012";;66;;;;;;;
3503;10.02.01;ZZQ+243;Avec ou sans : entretien avec l'entourage du patient;;;N;;;;;;;;;;;;;;;;;;;
3504;10.02.01;ZZQ+243;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3505;10.02.01;ZZQ+243;évaluation focalisée permettant d'apprécier les compétences acquises et d'ajuster les modalités éducatives;;;N;;;;;;;;;;;;;;;;;;;
3506;10.02.01;ZZQ+112;Évaluation finale pour éducation, en dehors d'un programme d'éducation thérapeutique;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2013 ; 31/12/2012";;85;;;;;;;
3507;10.02.01;ZZQ+112;Avec ou sans : entretien avec l'entourage du patient;;;N;;;;;;;;;;;;;;;;;;;
3508;10.02.01;ZZQ+112;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3509;10.02.01;ZZQ+112;évaluation des compétences acquises à la fin de la prise en charge ou à la sortie, pour orientation;;;N;;;;;;;;;;;;;;;;;;;
3510;10.02.01;ZZR+018;Information et initiation individuelle préalable à l'apprentissage d'un autosoin, en dehors d'un programme d'éducation thérapeutique;;;L;;;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2016 ; 04/01/2016";;13;;;;;;;
3511;10.02.01;ZZR+287;Information et initiation collective préalable à l'apprentissage d'un autosoin, en dehors d'un programme d'éducation thérapeutique;;;L;;;Modulateur BN supprimé;;non;non;oui;non;non;"Version 2016 ; 04/01/2016";;10;;;;;;;
3512;10.02.01;;;;;LV;;;;;;;;;;;;;;;;;;;
3513;10.02.02;;Actes de prise en charge pour information, éducation ou apprentissage à l'autosoin, en dehors d'un programme d'éducation thérapeutique;;;T;;;;;;;;;;;;;;;;;;;
3514;10.02.02;;;;;LV;;;;;;;;;;;;;;;;;;;
3515;10.02.02;ZZR+020;Séance individuelle d'éducation, en dehors d'un programme d'éducation thérapeutique;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;;Modulateur BN supprimé;oui;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;25;;;;;;;
3516;10.02.02;ZZR+020;Avec ou sans : participation de l'entourage du patient;;;N;;;;;;;;;;;;;;;;;;;
3517;10.02.02;ZZR+020;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3518;10.02.02;ZZR+020;développement de la participation;;;N;;;;;;;;;;;;;;;;;;;
3519;10.02.02;ZZR+020;apprentissage de la démarche de résolution de problèmes suscités par l'affection dans les activités quotidiennes;;;N;;;;;;;;;;;;;;;;;;;
3520;10.02.02;ZZR+020;apprentissage de l'autosurveillance et des techniques visant à soulager les symptômes;;;N;;;;;;;;;;;;;;;;;;;
3521;10.02.02;ZZR+020;mobilisation et développement de la capacité d'adaptation;;;N;;;;;;;;;;;;;;;;;;;
3522;10.02.02;ZZR+020;exercices de modification et d'adaptation posturogestuelle et d'adaptation cardiorespiratoire selon les besoins ressentis;;;N;;;;;;;;;;;;;;;;;;;
3523;10.02.02;ZZR+293;Séance collective d'éducation, en dehors d'un programme d'éducation thérapeutique;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;;Modulateur BN supprimé;oui;non;non;oui;non;non;"Version 2012 ; 30/03/2012";;20;;;;;;;
3524;10.02.02;ZZR+293;Avec ou sans : participation de l'entourage du patient;;;N;;;;;;;;;;;;;;;;;;;
3525;10.02.02;ZZR+293;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3526;10.02.02;ZZR+293;regroupement des patients autour d'un problème commun;;;N;;;;;;;;;;;;;;;;;;;
3527;10.02.02;ZZR+293;développer les échanges aidant à verbaliser les problèmes individuels;;;N;;;;;;;;;;;;;;;;;;;
3528;10.02.02;ZZR+293;apprentissage de l'autosurveillance et des techniques visant à soulager les symptômes;;;N;;;;;;;;;;;;;;;;;;;
3529;10.02.02;ZZR+293;information et conseils pour améliorer l'ergonomie;;;N;;;;;;;;;;;;;;;;;;;
3530;10.02.02;ZZR+293;mobilisation et développement des compétences d'adaptation;;;N;;;;;;;;;;;;;;;;;;;
3531;10.02.02;ZZR+293;exercices de modification et d'adaptation posturogestuelle et d'adaptation cardiorespiratoire selon les besoins ressentis;;;N;;;;;;;;;;;;;;;;;;;
3532;10.02.02;ZZR+079;Séance individuelle d'information du patient et/ou de son entourage, en dehors d'un programme d'éducation thérapeutique;;ZV;L;Peut, au plus,  être codé une fois le matin et l'après-midi;;Modulateur BN supprimé;oui;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;13;;;;;;;
3533;10.02.02;ZZR+079;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3534;10.02.02;ZZR+079;information visant à :;;;N;;;;;;;;;;;;;;;;;;;
3535;10.02.02;ZZR+079;prévenir le risque de comorbidité lié à l'affection;;;N2;;;;;;;;;;;;;;;;;;;
3536;10.02.02;ZZR+079;aider à la gestion d'une activité physique adaptée à l'affection;;;N2;;;;;;;;;;;;;;;;;;;
3537;10.02.02;ZZR+079;information sur :;;;N;;;;;;;;;;;;;;;;;;;
3538;10.02.02;ZZR+079;les droits et démarches dans le domaine social et professionnel;;;N2;;;;;;;;;;;;;;;;;;;
3539;10.02.02;ZZR+079;la réglementation;;;N2;;;;;;;;;;;;;;;;;;;
3540;10.02.02;ZZR+079;les contacts dans les domaines social et des loisirs;;;N2;;;;;;;;;;;;;;;;;;;
3541;10.02.02;ZZR+079;les ressources dans le domaine sanitaire et la sécurité;;;N2;;;;;;;;;;;;;;;;;;;
3542;10.02.02;ZZR+026;Séance collective d'information du patient et/ou de son entourage, en dehors d'un programme d'éducation thérapeutique;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;;Modulateur BN supprimé;oui;non;non;oui;non;non;"Version 2012 ; 30/03/2012";;10;;;;;;;
3543;10.02.02;ZZR+026;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3544;10.02.02;ZZR+026;information visant à :;;;N;;;;;;;;;;;;;;;;;;;
3545;10.02.02;ZZR+026;prévenir le risque de comorbidité lié à l'affection;;;N2;;;;;;;;;;;;;;;;;;;
3546;10.02.02;ZZR+026;aider à la gestion d'une activité physique adaptée à l'affection;;;N2;;;;;;;;;;;;;;;;;;;
3547;10.02.02;ZZR+026;information sur :;;;N;;;;;;;;;;;;;;;;;;;
3548;10.02.02;ZZR+026;les droits et démarches dans le domaine social et professionnel;;;N2;;;;;;;;;;;;;;;;;;;
3549;10.02.02;ZZR+026;la réglementation;;;N2;;;;;;;;;;;;;;;;;;;
3550;10.02.02;ZZR+026;les contacts dans les domaines social et des loisirs;;;N2;;;;;;;;;;;;;;;;;;;
3551;10.02.02;ZZR+026;les ressources dans le domaine sanitaire et la sécurité;;;N2;;;;;;;;;;;;;;;;;;;
3552;10.02.02;ZZR+063;Séance d'apprentissage du patient et/ou de son entourage à la réalisation d'un autosoin, en dehors d'un programme d'éducation thérapeutique ;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Modulateur BN supprimé;oui;oui;non;non;non;non;"Version 2016 ; 04/01/2016";;11;;;;;;;
3553;10.02.02;ZZR+063;Apprentissage du patient et/ou de son entourage aux soins de trachéotomie ou trachéostomie;;;N;;;;;;;;;;;;;;;;;;;
3554;10.02.02;ZZR+063;Apprentissage du patient et/ou de son entourage à l'utilisation d'un appareil de ventilation;;;N;;;;;;;;;;;;;;;;;;;
3555;10.02.02;ZZR+063;Apprentissage du patient et/ou de son entourage à la pose de sonde nasogastrique;;;N;;;;;;;;;;;;;;;;;;;
3556;10.02.02;ZZR+063;Apprentissage du patient et/ou de son entourage à l'alimentation entérale par sonde;;;N;;;;;;;;;;;;;;;;;;;
3557;10.02.02;ZZR+063;Apprentissage du patient et/ou de son entourage à l'évacuation des selles;;;N;;;;;;;;;;;;;;;;;;;
3558;10.02.02;ZZR+063;Apprentissage du patient et/ou de son entourage à l'irrigation transanale;;;N;;;;;;;;;;;;;;;;;;;
3559;10.02.02;ZZR+063;Apprentissage du patient et/ou de son entourage aux soins de stomie digestive;;;N;;;;;;;;;;;;;;;;;;;
3560;10.02.02;ZZR+063;Apprentissage du patient et/ou de son entourage à la réalisation d'un calendrier mictionnel;;;N;;;;;;;;;;;;;;;;;;;
3561;10.02.02;ZZR+063;Apprentissage du patient et/ou de son entourage à la pose d'un étui pénien;;;N;;;;;;;;;;;;;;;;;;;
3562;10.02.02;ZZR+063;Apprentissage patient et/ou de son entourage au sondage;;;N;;;;;;;;;;;;;;;;;;;
3563;10.02.02;ZZR+063;Apprentissage du patient et/ou de son entourage au sondage par cystostomie;;;N;;;;;;;;;;;;;;;;;;;
3564;10.02.02;ZZR+063;Apprentissage du patient et/ou de son entourage aux soins de stomie urinaire;;;N;;;;;;;;;;;;;;;;;;;
3565;10.02.02;ZZR+063;Apprentissage du patient et/ou de son entourage à la prévention des escarres et des attitudes vicieuses;;;N;;;;;;;;;;;;;;;;;;;
3566;10.02.02;ZZR+063;Apprentissage du patient et/ou de son entourage à la réalisation de posture d'étirement et/ou de compression cutané;;;N;;;;;;;;;;;;;;;;;;;
3567;10.02.02;ZZR+063;À l'exclusion de :;;;N;;;;;;;;;;;;;;;;;;;
3568;10.02.02;ZZR+063;apprentissage des soins de développement de l'enfant de moins de 3 ans (ZGR+054);;;N;;;;;;;;;;;;;;;;;;;
3569;10.02.02;ZZR+063;séance d'apprentissage de l'autonomie de déplacement d'un patient déficient visuel (BLR+107);;;N;;;;;;;;;;;;;;;;;;;
3570;10.02.02;ZZR+063;séance d'apprentissage de la réalisation des activités de la vie quotidienne par un patient déficient visuel (BLR+152);;;N;;;;;;;;;;;;;;;;;;;
3571;10.02.02;ZZR+063;séance d'apprentissage de la lecture labiale (GKR+156);;;N;;;;;;;;;;;;;;;;;;;
3572;10.02.02;ZZR+063;séance d'apprentissage de la gestion de la douleur (ANR+265);;;N;;;;;;;;;;;;;;;;;;;
3573;10.02.02;ZZR+063;séance d'apprentissage individuel de l'optimisation énergétique des gestes quotidiens (PER+163);;;N;;;;;;;;;;;;;;;;;;;
3574;10.02.02;ZZR+063;séance d'apprentissage collectif de l'optimisation énergétique des gestes quotidiens (PER+233);;;N;;;;;;;;;;;;;;;;;;;
3575;10.02.02;ZZR+063;séance d'apprentissage des transferts (PER+096);;;N;;;;;;;;;;;;;;;;;;;
3576;10.02.02;ZZR+063;séance d'apprentissage des transferts en situation d'activité physique et/ou sportive (PER+253);;;N;;;;;;;;;;;;;;;;;;;
3577;10.02.02;ZZR+063;séance d'apprentissage à la réalisation de soins cosmétiques pour cicatrice du visage et/ou du cou (QAR+001);;;N;;;;;;;;;;;;;;;;;;;
3578;10.02.02;ZZR+063;séance d'apprentissage à la réalisation de soins cosmétiques pour cicatrice en dehors du visage et du cou (QZR+281);;;N;;;;;;;;;;;;;;;;;;;
3579;10.02.02;ZZR+063;séance d'apprentissage et entrainement à l'utilisation de dispositif technique de compensation (ZZR+053);;;N;;;;;;;;;;;;;;;;;;;
3580;10.02.02;ZZR+063;séance d'apprentissage et entrainement à l'utilisation de dispositif technique de compensation informatique ou électronique (ZZR+038);;;N;;;;;;;;;;;;;;;;;;;
3581;10.02.02;ZZR+063;séance de réapprentissage de la préhension avec orthèse (MKR+226);;;N;;;;;;;;;;;;;;;;;;;
3582;10.02.02;ZZR+063;séance de réapprentissage de la marche avec orthèse (NKR+189);;;N;;;;;;;;;;;;;;;;;;;
3583;10.02.02;ZZR+063;séance d'apprentissage du chaussage d'une prothèse de membre (ZDR+067);;;N;;;;;;;;;;;;;;;;;;;
3584;10.02.02;ZZR+063;séance d'apprentissage de la préhension avec prothèse (MKR+074);;;N;;;;;;;;;;;;;;;;;;;
3585;10.02.02;ZZR+063;séance de réapprentissage de la marche avec prothèse (NKR+266);;;N;;;;;;;;;;;;;;;;;;;
3586;10.02.02;ZZR+063;séance individuelle d'apprentissage à l'utilisation d'un fauteuil roulant ou d'un véhicule de substitution à la locomotion sur parcours aménagé prédéfini [parcours fauteuil roulant] (PER+132);;;N;;;;;;;;;;;;;;;;;;;
3587;10.02.02;ZZR+063;séance d' apprentissage de l'utilisation d'un fauteuil roulant ou d'un véhicule de substitution à la locomotion en établissement (PER+103);;;N;;;;;;;;;;;;;;;;;;;
3588;10.02.02;ZZR+063;séance individuelle d'apprentissage à l'utilisation d'un fauteuil roulant électrique (PER+043);;;N;;;;;;;;;;;;;;;;;;;
3589;10.02.02;ZZR+063;Apprentissage individuel du maquillage et/ou de la coiffure en dehors d'un programme d'éducation thérapeutique (QAR+274);;;N;;;;;;;;;;;;;;;;;;;
3590;10.02.02;ZZR+063;Apprentissage collectif du maquillage et/ou de la coiffure en dehors d'un programme d'éducation thérapeutique (QAR+018);;;N;;;;;;;;;;;;;;;;;;;
3591;10.02.02;ZZR+063;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3592;10.02.02;ZZR+063;rappel sur les caractéristiques anatomiques, l'affection présentée et l'hygiène de vie;;;N;;;;;;;;;;;;;;;;;;;
3593;10.02.02;ZZR+063;présentation du matériel;;;N;;;;;;;;;;;;;;;;;;;
3594;10.02.02;ZZR+063;apprentissage du soin;;;N;;;;;;;;;;;;;;;;;;;
3595;10.02.02;ZZR+063;vérification du complet aboutissement du soin;;;N;;;;;;;;;;;;;;;;;;;
3596;10.02.02;ZZR+063;apprentissage de la détection des signes d'alerte et des techniques visant à corriger les symptômes;;;N;;;;;;;;;;;;;;;;;;;
3597;10.02.02;ZZR+063;évaluation des acquis;;;N;;;;;;;;;;;;;;;;;;;
3598;10.02.02;QAR+274;Séance d'apprentissage individuel du maquillage et/ou de la coiffure en dehors d'un programme d'éducation thérapeutique ;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;;Modulateur BN supprimé;oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;14;;;;;;;
3599;10.02.02;QAR+274;À l'exclusion de :;;;N;;;;;;;;;;;;;;;;;;;
3600;10.02.02;QAR+274;Séance d'apprentissage à la réalisation de soins cosmétiques pour cicatrice du visage et/ou du cou (QAR+001);;;N;;;;;;;;;;;;;;;;;;;
3601;10.02.02;QAR+274;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3602;10.02.02;QAR+274;appréciation des attentes du patient;;;N;;;;;;;;;;;;;;;;;;;
3603;10.02.02;QAR+274;essai de différentes textures et choix des couleurs;;;N;;;;;;;;;;;;;;;;;;;
3604;10.02.02;QAR+274;enseignement des techniques;;;N;;;;;;;;;;;;;;;;;;;
3605;10.02.02;QAR+274;mise en application;;;N;;;;;;;;;;;;;;;;;;;
3606;10.02.02;QAR+274;information sur les soins d'hygiène;;;N;;;;;;;;;;;;;;;;;;;
3607;10.02.02;QAR+018;Séance d'apprentissage collectif du maquillage et/ou de la coiffure en dehors d'un programme d'éducation thérapeutique ;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;;Modulateur BN supprimé;oui;non;non;oui;non;non;"Version 2012 ; 30/03/2012";;5;;;;;;;
3608;10.02.02;QAR+018;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3609;10.02.02;QAR+018;appréciation des attentes du patient;;;N;;;;;;;;;;;;;;;;;;;
3610;10.02.02;QAR+018;essai de différentes textures et choix des couleurs;;;N;;;;;;;;;;;;;;;;;;;
3611;10.02.02;QAR+018;enseignement des techniques;;;N;;;;;;;;;;;;;;;;;;;
3612;10.02.02;QAR+018;mise en application;;;N;;;;;;;;;;;;;;;;;;;
3613;10.02.02;QAR+018;information sur les soins d'hygiène;;;N;;;;;;;;;;;;;;;;;;;
3614;10.02.02;;;;;LV;;;;;;;;;;;;;;;;;;;
3615;11;;ACTIVITÉ ET PARTICIPATION;;;T;;;;;;;;;;;;;;;;;;;
3616;11;;Par activités de base de la vie quotidienne [ABVQ], on entend  : les activités permettant de se laver, s'habiller, utiliser les toilettes, réaliser  ses transferts, s'alimenter;;;NT;;M;Rédaction note modifiée;;;;;;;;;;;;;;;;
3617;11;;Par activité instrumentale de la vie quotidienne [AIVQ], on entend : les activités permettant de communiquer, de se déplacer, de gérer ses activités domestiques et financières;;;NT;;M;Rédaction note modifiée;;;;;;;;;;;;;;;;
3618;11;;Par activités sociales de la vie quotidienne [ASVQ], on entend : les activités réalisées dans le domaine de la famille, des amis, des loisirs, de la religion, de la scolarité, du travail;;;NT;;M;Rédaction note modifiée;;;;;;;;;;;;;;;;
3619;11;;;;;LV;;M;;;;;;;;;;;;;;;;;
3620;11;;;;;LV;;;;;;;;;;;;;;;;;;;
3621;11.01;;Actes d'évaluation pour les activités et la participation;;;T;;;;;;;;;;;;;;;;;;;
3622;11.01;;;;;LV;;;;;;;;;;;;;;;;;;;
3623;11.01;;;;;LV;;;;;;;;;;;;;;;;;;;
3624;11.01.01;;Actes d'évaluation pour les activités de la vie quotidienne [AVQ];;;T;;M;"Rédaction modifiée, suppression de la mention ""relatives à l'entretien personnel et à la vie domestique"" et son remplacement par ""de la vie quotidienne [AVQ]""";;;;;;;;;;;;;;;;
3625;11.01.01;;;;;LV;;;;;;;;;;;;;;;;;;;
3626;11.01.01;ZGQ+137;Évaluation initiale des capacités du patient pour les activités de base de la vie quotidienne [ABVQ] avec mise en situation;;ZV;L;;M;"Rédaction modifiée ajout de la mention ""de base"" pour les activités de la vie quotidienne; modulateur BN supprimé";;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;38;;;;;;;
3627;11.01.01;ZGQ+137;Cet acte comprend :;;;N;;M;Rédaction note modifiée;;;;;;;;;;;;;;;;
3628;11.01.01;ZGQ+137;identification du besoin d'activité du patient avec ou sans appréciation de ses souhaits et de son degré de participation;;;N;;M;Rédaction note modifiée;;;;;;;;;;;;;;;;
3629;11.01.01;ZGQ+137;étude de faisabilité pratique;;;N;;M;Action élémentaire déplacée dans la note;;;;;;;;;;;;;;;;
3630;11.01.01;ZGQ+137;prise de connaissance de la perception du patient de ses capacités;;;N;;A;Créée ;;;;;;;;;;;;;;;;
3631;11.01.01;ZGQ+137;mise en situation d'activité pour la toilette, l'habillage, les transferts, l'alimentation, l'utilisation des toilettes dans le respect des habitudes de vie et de l'environnement habituel;;;N;;M;Rédaction note modifiée;;;;;;;;;;;;;;;;
3632;11.01.01;ZGQ+137;demande de réalisation des activités observées selon la pratique habituelle;;;N2;;M;Action élémentaire déplacée dans la note;;;;;;;;;;;;;;;;
3633;11.01.01;ZGQ+137;quantification du niveau d'activité physique,cognitive et sensorielle nécessaire pour réaliser les ABVQ;;;N2;;A;Créée ;;;;;;;;;;;;;;;;
3634;11.01.01;ZGQ+137;observation et mesure des automatismes de la personne pour réaliser les activités habituelles de la vie quotidienne :;;;N2;;M;Action élémentaire déplacée dans la note;;;;;;;;;;;;;;;;
